feature,element,pearson_r,p_value,abs_r
Red_glcm_homogeneity_std,Mg_%,-0.0596,0.5619,0.0596
Red_glcm_homogeneity_std,S_%,-0.0790,0.4418,0.0790
Red_glcm_homogeneity_std,Нитраты_мг_кг,-0.0760,0.4615,0.0760
Red_glcm_homogeneity_std,Fe_мг_кг,0.1733,0.0895,0.1733
Red_glcm_homogeneity_std,Mn_мг_кг,0.2538,0.0121,0.2538
Red_glcm_homogeneity_std,Cu_мг_кг,0.0253,0.8058,0.0253
Red_glcm_homogeneity_std,Zn_мг_кг,0.0332,0.7472,0.0332
Red_glcm_homogeneity_std,Co_мг_кг,0.1541,0.3065,0.1541
Red_glcm_energy_mean,N_%,-0.0447,0.6635,0.0447
Red_glcm_energy_mean,P_%,0.0963,0.3483,0.0963
Red_glcm_energy_mean,K_%,0.0041,0.9679,0.0041
Red_glcm_energy_mean,Ca_%,0.0575,0.5762,0.0575
Red_glcm_energy_mean,Mg_%,0.0037,0.9713,0.0037
Red_glcm_energy_mean,S_%,0.1007,0.3264,0.1007
Red_glcm_energy_mean,Нитраты_мг_кг,0.1463,0.1549,0.1463
Red_glcm_energy_mean,Fe_мг_кг,-0.0681,0.5074,0.0681
Red_glcm_energy_mean,Mn_мг_кг,-0.1464,0.1525,0.1464
Red_glcm_energy_mean,Cu_мг_кг,0.0144,0.8889,0.0144
Red_glcm_energy_mean,Zn_мг_кг,0.0258,0.8022,0.0258
Red_glcm_energy_mean,Co_мг_кг,-0.1112,0.4617,0.1112
Red_glcm_energy_std,N_%,0.1681,0.0998,0.1681
Red_glcm_energy_std,P_%,0.1773,0.0822,0.1773
Red_glcm_energy_std,K_%,0.1891,0.0636,0.1891
Red_glcm_energy_std,Ca_%,0.0891,0.3855,0.0891
Red_glcm_energy_std,Mg_%,-0.0936,0.3617,0.0936
Red_glcm_energy_std,S_%,0.1005,0.3274,0.1005
Red_glcm_energy_std,Нитраты_мг_кг,0.0297,0.7741,0.0297
Red_glcm_energy_std,Fe_мг_кг,0.2963,0.0032,0.2963
Red_glcm_energy_std,Mn_мг_кг,0.0514,0.6170,0.0514
Red_glcm_energy_std,Cu_мг_кг,-0.0233,0.8208,0.0233
Red_glcm_energy_std,Zn_мг_кг,0.0258,0.8019,0.0258
Red_glcm_energy_std,Co_мг_кг,0.1954,0.1932,0.1954
Red_glcm_correlation_mean,N_%,0.0537,0.6011,0.0537
Red_glcm_correlation_mean,P_%,0.0016,0.9878,0.0016
Red_glcm_correlation_mean,K_%,0.0438,0.6703,0.0438
Red_glcm_correlation_mean,Ca_%,-0.0535,0.6026,0.0535
Red_glcm_correlation_mean,Mg_%,-0.0083,0.9358,0.0083
Red_glcm_correlation_mean,S_%,-0.0321,0.7547,0.0321
Red_glcm_correlation_mean,Нитраты_мг_кг,0.0279,0.7873,0.0279
Red_glcm_correlation_mean,Fe_мг_кг,0.0715,0.4866,0.0715
Red_glcm_correlation_mean,Mn_мг_кг,-0.0717,0.4854,0.0717
Red_glcm_correlation_mean,Cu_мг_кг,0.0576,0.5750,0.0576
Red_glcm_correlation_mean,Zn_мг_кг,0.0520,0.6132,0.0520
Red_glcm_correlation_mean,Co_мг_кг,0.1114,0.4609,0.1114
Red_glcm_correlation_std,N_%,-0.0683,0.5062,0.0683
Red_glcm_correlation_std,P_%,-0.0969,0.3451,0.0969
Red_glcm_correlation_std,K_%,-0.0652,0.5260,0.0652
Red_glcm_correlation_std,Ca_%,-0.0392,0.7030,0.0392
Red_glcm_correlation_std,Mg_%,-0.0337,0.7431,0.0337
Red_glcm_correlation_std,S_%,-0.0553,0.5905,0.0553
Red_glcm_correlation_std,Нитраты_мг_кг,-0.0706,0.4940,0.0706
Red_glcm_correlation_std,Fe_мг_кг,0.0814,0.4280,0.0814
Red_glcm_correlation_std,Mn_мг_кг,0.2466,0.0149,0.2466
Red_glcm_correlation_std,Cu_мг_кг,-0.0254,0.8048,0.0254
Red_glcm_correlation_std,Zn_мг_кг,-0.0752,0.4640,0.0752
Red_glcm_correlation_std,Co_мг_кг,-0.0026,0.9865,0.0026
Red_glcm_ASM_mean,N_%,-0.0565,0.5825,0.0565
Red_glcm_ASM_mean,P_%,0.0615,0.5494,0.0615
Red_glcm_ASM_mean,K_%,-0.0115,0.9112,0.0115
Red_glcm_ASM_mean,Ca_%,0.0582,0.5712,0.0582
Red_glcm_ASM_mean,Mg_%,0.0265,0.7967,0.0265
Red_glcm_ASM_mean,S_%,0.0918,0.3711,0.0918
Red_glcm_ASM_mean,Нитраты_мг_кг,0.1588,0.1222,0.1588
Red_glcm_ASM_mean,Fe_мг_кг,-0.0759,0.4598,0.0759
Red_glcm_ASM_mean,Mn_мг_кг,-0.1220,0.2339,0.1220
Red_glcm_ASM_mean,Cu_мг_кг,0.0139,0.8925,0.0139
Red_glcm_ASM_mean,Zn_мг_кг,0.0361,0.7255,0.0361
Red_glcm_ASM_mean,Co_мг_кг,-0.1128,0.4555,0.1128
Red_glcm_ASM_std,N_%,0.0768,0.4547,0.0768
Red_glcm_ASM_std,P_%,0.2226,0.0284,0.2226
Red_glcm_ASM_std,K_%,0.1388,0.1751,0.1388
Red_glcm_ASM_std,Ca_%,0.1044,0.3088,0.1044
Red_glcm_ASM_std,Mg_%,-0.0927,0.3663,0.0927
Red_glcm_ASM_std,S_%,0.1233,0.2290,0.1233
Red_glcm_ASM_std,Нитраты_мг_кг,0.1084,0.2932,0.1084
Red_glcm_ASM_std,Fe_мг_кг,0.1916,0.0601,0.1916
Red_glcm_ASM_std,Mn_мг_кг,-0.0727,0.4790,0.0727
Red_glcm_ASM_std,Cu_мг_кг,-0.0338,0.7421,0.0338
Red_glcm_ASM_std,Zn_мг_кг,-0.0142,0.8904,0.0142
Red_glcm_ASM_std,Co_мг_кг,0.0352,0.8163,0.0352
Red_lbp_bin0,N_%,-0.2258,0.0261,0.2258
Red_lbp_bin0,P_%,-0.1454,0.1553,0.1454
Red_lbp_bin0,K_%,-0.1074,0.2950,0.1074
Red_lbp_bin0,Ca_%,-0.0023,0.9825,0.0023
Red_lbp_bin0,Mg_%,-0.0056,0.9562,0.0056
Red_lbp_bin0,S_%,-0.1481,0.1477,0.1481
Red_lbp_bin0,Нитраты_мг_кг,-0.1154,0.2628,0.1154
Red_lbp_bin0,Fe_мг_кг,-0.1566,0.1255,0.1566
Red_lbp_bin0,Mn_мг_кг,0.1661,0.1040,0.1661
Red_lbp_bin0,Cu_мг_кг,-0.1124,0.2732,0.1124
Red_lbp_bin0,Zn_мг_кг,-0.1389,0.1748,0.1389
Red_lbp_bin0,Co_мг_кг,-0.2213,0.1394,0.2213
Red_lbp_bin1,N_%,0.2717,0.0071,0.2717
Red_lbp_bin1,P_%,0.1722,0.0917,0.1722
Red_lbp_bin1,K_%,0.1719,0.0923,0.1719
Red_lbp_bin1,Ca_%,0.1094,0.2860,0.1094
Red_lbp_bin1,Mg_%,0.1713,0.0934,0.1713
Red_lbp_bin1,S_%,0.2448,0.0157,0.2448
Red_lbp_bin1,Нитраты_мг_кг,0.1682,0.1014,0.1682
Red_lbp_bin1,Fe_мг_кг,0.2315,0.0225,0.2315
Red_lbp_bin1,Mn_мг_кг,-0.1757,0.0851,0.1757
Red_lbp_bin1,Cu_мг_кг,0.0279,0.7858,0.0279
Red_lbp_bin1,Zn_мг_кг,0.1206,0.2393,0.1206
Red_lbp_bin1,Co_мг_кг,0.0971,0.5210,0.0971
Red_lbp_bin2,N_%,0.0881,0.3910,0.0881
Red_lbp_bin2,P_%,0.0333,0.7461,0.0333
Red_lbp_bin2,K_%,0.0288,0.7794,0.0288
Red_lbp_bin2,Ca_%,-0.1342,0.1900,0.1342
Red_lbp_bin2,Mg_%,-0.0548,0.5941,0.0548
Red_lbp_bin2,S_%,-0.0020,0.9842,0.0020
Red_lbp_bin2,Нитраты_мг_кг,0.0036,0.9721,0.0036
Red_lbp_bin2,Fe_мг_кг,0.0722,0.4819,0.0722
Red_lbp_bin2,Mn_мг_кг,-0.1076,0.2943,0.1076
Red_lbp_bin2,Cu_мг_кг,0.0913,0.3736,0.0913
Red_lbp_bin2,Zn_мг_кг,0.0480,0.6407,0.0480
Red_lbp_bin2,Co_мг_кг,0.2069,0.1676,0.2069
Red_lbp_bin3,N_%,0.2164,0.0332,0.2164
Red_lbp_bin3,P_%,0.2088,0.0401,0.2088
Red_lbp_bin3,K_%,0.2175,0.0323,0.2175
Red_lbp_bin3,Ca_%,-0.0095,0.9263,0.0095
Red_lbp_bin3,Mg_%,-0.0834,0.4167,0.0834
Red_lbp_bin3,S_%,0.1144,0.2644,0.1144
Red_lbp_bin3,Нитраты_мг_кг,0.1767,0.0850,0.1767
Red_lbp_bin3,Fe_мг_кг,0.2163,0.0334,0.2163
Red_lbp_bin3,Mn_мг_кг,-0.0555,0.5892,0.0555
Red_lbp_bin3,Cu_мг_кг,0.2654,0.0086,0.2654
Red_lbp_bin3,Zn_мг_кг,0.2231,0.0280,0.2231
Red_lbp_bin3,Co_мг_кг,0.1928,0.1992,0.1928
Red_lbp_bin4,N_%,0.1979,0.0520,0.1979
Red_lbp_bin4,P_%,0.1841,0.0710,0.1841
Red_lbp_bin4,K_%,0.0969,0.3448,0.0969
Red_lbp_bin4,Ca_%,-0.1574,0.1236,0.1574
Red_lbp_bin4,Mg_%,-0.1022,0.3192,0.1022
Red_lbp_bin4,S_%,0.0894,0.3837,0.0894
Red_lbp_bin4,Нитраты_мг_кг,0.0725,0.4827,0.0725
Red_lbp_bin4,Fe_мг_кг,0.1339,0.1910,0.1339
Red_lbp_bin4,Mn_мг_кг,-0.2028,0.0463,0.2028
Red_lbp_bin4,Cu_мг_кг,0.2926,0.0036,0.2926
Red_lbp_bin4,Zn_мг_кг,0.1693,0.0973,0.1693
Red_lbp_bin4,Co_мг_кг,0.2888,0.0516,0.2888
Red_lbp_bin5,N_%,0.1248,0.2231,0.1248
Red_lbp_bin5,P_%,0.1946,0.0561,0.1946
Red_lbp_bin5,K_%,0.0851,0.4070,0.0851
Red_lbp_bin5,Ca_%,0.0175,0.8651,0.0175
Red_lbp_bin5,Mg_%,-0.0443,0.6665,0.0443
Red_lbp_bin5,S_%,0.0429,0.6765,0.0429
Red_lbp_bin5,Нитраты_мг_кг,0.0100,0.9227,0.0100
Red_lbp_bin5,Fe_мг_кг,0.1029,0.3160,0.1029
Red_lbp_bin5,Mn_мг_кг,-0.2126,0.0365,0.2126
Red_lbp_bin5,Cu_мг_кг,0.0089,0.9311,0.0089
Red_lbp_bin5,Zn_мг_кг,0.0004,0.9966,0.0004
Red_lbp_bin5,Co_мг_кг,-0.0587,0.6983,0.0587
Red_lbp_bin6,N_%,-0.1587,0.1205,0.1587
Red_lbp_bin6,P_%,-0.0116,0.9101,0.0116
Red_lbp_bin6,K_%,-0.0995,0.3323,0.0995
Red_lbp_bin6,Ca_%,0.0828,0.4200,0.0828
Red_lbp_bin6,Mg_%,0.0353,0.7314,0.0353
Red_lbp_bin6,S_%,-0.1301,0.2040,0.1301
Red_lbp_bin6,Нитраты_мг_кг,-0.0324,0.7537,0.0324
Red_lbp_bin6,Fe_мг_кг,-0.1167,0.2550,0.1167
Red_lbp_bin6,Mn_мг_кг,0.1479,0.1482,0.1479
Red_lbp_bin6,Cu_мг_кг,-0.2500,0.0135,0.2500
Red_lbp_bin6,Zn_мг_кг,-0.1852,0.0693,0.1852
Red_lbp_bin6,Co_мг_кг,-0.1390,0.3569,0.1390
Red_lbp_bin7,N_%,-0.2602,0.0100,0.2602
Red_lbp_bin7,P_%,-0.2805,0.0054,0.2805
Red_lbp_bin7,K_%,-0.2029,0.0462,0.2029
Red_lbp_bin7,Ca_%,0.0842,0.4123,0.0842
Red_lbp_bin7,Mg_%,0.0761,0.4590,0.0761
Red_lbp_bin7,S_%,-0.1130,0.2706,0.1130
Red_lbp_bin7,Нитраты_мг_кг,-0.1479,0.1504,0.1479
Red_lbp_bin7,Fe_мг_кг,-0.2395,0.0182,0.2395
Red_lbp_bin7,Mn_мг_кг,0.1926,0.0587,0.1926
Red_lbp_bin7,Cu_мг_кг,-0.2541,0.0120,0.2541
Red_lbp_bin7,Zn_мг_кг,-0.1797,0.0783,0.1797
Red_lbp_bin7,Co_мг_кг,-0.2555,0.0865,0.2555
NIR_glcm_contrast_mean,N_%,-0.1562,0.1265,0.1562
NIR_glcm_contrast_mean,P_%,0.1106,0.2807,0.1106
NIR_glcm_contrast_mean,K_%,-0.0870,0.3967,0.0870
NIR_glcm_contrast_mean,Ca_%,0.2058,0.0431,0.2058
NIR_glcm_contrast_mean,Mg_%,0.1233,0.2288,0.1233
NIR_glcm_contrast_mean,S_%,-0.0177,0.8636,0.0177
NIR_glcm_contrast_mean,Нитраты_мг_кг,-0.0661,0.5224,0.0661
NIR_glcm_contrast_mean,Fe_мг_кг,-0.0710,0.4894,0.0710
NIR_glcm_contrast_mean,Mn_мг_кг,-0.1059,0.3021,0.1059
NIR_glcm_contrast_mean,Cu_мг_кг,-0.3437,0.0006,0.3437
NIR_glcm_contrast_mean,Zn_мг_кг,-0.1789,0.0795,0.1789
NIR_glcm_contrast_mean,Co_мг_кг,-0.0727,0.6311,0.0727
NIR_glcm_contrast_std,N_%,-0.1811,0.0759,0.1811
NIR_glcm_contrast_std,P_%,0.0968,0.3454,0.0968
NIR_glcm_contrast_std,K_%,-0.1130,0.2706,0.1130
NIR_glcm_contrast_std,Ca_%,0.1115,0.2769,0.1115
NIR_glcm_contrast_std,Mg_%,0.1290,0.2080,0.1290
NIR_glcm_contrast_std,S_%,-0.0218,0.8321,0.0218
NIR_glcm_contrast_std,Нитраты_мг_кг,-0.0696,0.5002,0.0696
NIR_glcm_contrast_std,Fe_мг_кг,-0.1373,0.1799,0.1373
NIR_glcm_contrast_std,Mn_мг_кг,-0.1189,0.2459,0.1189
NIR_glcm_contrast_std,Cu_мг_кг,-0.2971,0.0031,0.2971
NIR_glcm_contrast_std,Zn_мг_кг,-0.1546,0.1306,0.1546
NIR_glcm_contrast_std,Co_мг_кг,-0.0198,0.8959,0.0198
NIR_glcm_dissimilarity_mean,N_%,-0.0881,0.3910,0.0881
NIR_glcm_dissimilarity_mean,P_%,0.1805,0.0768,0.1805
NIR_glcm_dissimilarity_mean,K_%,-0.0230,0.8232,0.0230
NIR_glcm_dissimilarity_mean,Ca_%,0.2290,0.0240,0.2290
NIR_glcm_dissimilarity_mean,Mg_%,0.0737,0.4733,0.0737
NIR_glcm_dissimilarity_mean,S_%,0.0228,0.8246,0.0228
NIR_glcm_dissimilarity_mean,Нитраты_мг_кг,-0.0353,0.7329,0.0353
NIR_glcm_dissimilarity_mean,Fe_мг_кг,-0.0151,0.8830,0.0151
NIR_glcm_dissimilarity_mean,Mn_мг_кг,-0.0901,0.3802,0.0901
NIR_glcm_dissimilarity_mean,Cu_мг_кг,-0.3022,0.0026,0.3022
NIR_glcm_dissimilarity_mean,Zn_мг_кг,-0.1292,0.2072,0.1292
NIR_glcm_dissimilarity_mean,Co_мг_кг,-0.0642,0.6716,0.0642
NIR_glcm_dissimilarity_std,N_%,-0.1252,0.2217,0.1252
NIR_glcm_dissimilarity_std,P_%,0.1268,0.2157,0.1268
NIR_glcm_dissimilarity_std,K_%,-0.1010,0.3252,0.1010
NIR_glcm_dissimilarity_std,Ca_%,0.0613,0.5510,0.0613
NIR_glcm_dissimilarity_std,Mg_%,0.1050,0.3062,0.1050
NIR_glcm_dissimilarity_std,S_%,0.0022,0.9829,0.0022
NIR_glcm_dissimilarity_std,Нитраты_мг_кг,-0.0737,0.4756,0.0737
NIR_glcm_dissimilarity_std,Fe_мг_кг,-0.1240,0.2261,0.1240
NIR_glcm_dissimilarity_std,Mn_мг_кг,-0.0761,0.4585,0.0761
NIR_glcm_dissimilarity_std,Cu_мг_кг,-0.2195,0.0308,0.2195
NIR_glcm_dissimilarity_std,Zn_мг_кг,-0.1137,0.2673,0.1137
NIR_glcm_dissimilarity_std,Co_мг_кг,0.0144,0.9242,0.0144
NIR_glcm_homogeneity_mean,N_%,0.0233,0.8211,0.0233
NIR_glcm_homogeneity_mean,P_%,-0.2369,0.0195,0.2369
NIR_glcm_homogeneity_mean,K_%,-0.0378,0.7134,0.0378
NIR_glcm_homogeneity_mean,Ca_%,-0.2403,0.0177,0.2403
NIR_glcm_homogeneity_mean,Mg_%,-0.0249,0.8090,0.0249
NIR_glcm_homogeneity_mean,S_%,-0.0572,0.5778,0.0572
NIR_glcm_homogeneity_mean,Нитраты_мг_кг,0.0036,0.9724,0.0036
NIR_glcm_homogeneity_mean,Fe_мг_кг,-0.0348,0.7349,0.0348
NIR_glcm_homogeneity_mean,Mn_мг_кг,0.0731,0.4766,0.0731
NIR_glcm_homogeneity_mean,Cu_мг_кг,0.2430,0.0165,0.2430
NIR_glcm_homogeneity_mean,Zn_мг_кг,0.0732,0.4764,0.0732
NIR_glcm_homogeneity_mean,Co_мг_кг,0.0533,0.7251,0.0533
NIR_glcm_homogeneity_std,N_%,-0.0289,0.7787,0.0289
NIR_glcm_homogeneity_std,P_%,0.1058,0.3025,0.1058
NIR_glcm_homogeneity_std,K_%,-0.0790,0.4418,0.0790
NIR_glcm_homogeneity_std,Ca_%,-0.0477,0.6425,0.0477
NIR_glcm_homogeneity_std,Mg_%,0.0499,0.6272,0.0499
NIR_glcm_homogeneity_std,S_%,0.0077,0.9401,0.0077
NIR_glcm_homogeneity_std,Нитраты_мг_кг,-0.0719,0.4862,0.0719
NIR_glcm_homogeneity_std,Fe_мг_кг,-0.0891,0.3853,0.0891
NIR_glcm_homogeneity_std,Mn_мг_кг,0.0205,0.8420,0.0205
NIR_glcm_homogeneity_std,Cu_мг_кг,-0.0096,0.9254,0.0096
NIR_glcm_homogeneity_std,Zn_мг_кг,-0.0218,0.8318,0.0218
NIR_glcm_homogeneity_std,Co_мг_кг,0.0842,0.5781,0.0842
NIR_glcm_energy_mean,N_%,-0.1461,0.1534,0.1461
NIR_glcm_energy_mean,P_%,-0.3930,0.0001,0.3930
NIR_glcm_energy_mean,K_%,-0.2079,0.0410,0.2079
NIR_glcm_energy_mean,Ca_%,-0.2432,0.0164,0.2432
NIR_glcm_energy_mean,Mg_%,0.0492,0.6320,0.0492
NIR_glcm_energy_mean,S_%,-0.1754,0.0857,0.1754
NIR_glcm_energy_mean,Нитраты_мг_кг,-0.1118,0.2782,0.1118
NIR_glcm_energy_mean,Fe_мг_кг,-0.1500,0.1426,0.1500
NIR_glcm_energy_mean,Mn_мг_кг,0.1080,0.2925,0.1080
NIR_glcm_energy_mean,Cu_мг_кг,0.0665,0.5177,0.0665
NIR_glcm_energy_mean,Zn_мг_кг,-0.1207,0.2388,0.1207
NIR_glcm_energy_mean,Co_мг_кг,-0.0374,0.8051,0.0374
NIR_glcm_energy_std,N_%,0.1402,0.1708,0.1402
NIR_glcm_energy_std,P_%,0.1199,0.2421,0.1199
NIR_glcm_energy_std,K_%,0.0372,0.7175,0.0372
NIR_glcm_energy_std,Ca_%,-0.1258,0.2194,0.1258
NIR_glcm_energy_std,Mg_%,-0.0190,0.8537,0.0190
NIR_glcm_energy_std,S_%,0.0821,0.4241,0.0821
NIR_glcm_energy_std,Нитраты_мг_кг,-0.0103,0.9208,0.0103
NIR_glcm_energy_std,Fe_мг_кг,-0.0165,0.8723,0.0165
NIR_glcm_energy_std,Mn_мг_кг,0.0298,0.7718,0.0298
NIR_glcm_energy_std,Cu_мг_кг,0.2526,0.0126,0.2526
NIR_glcm_energy_std,Zn_мг_кг,0.1746,0.0872,0.1746
NIR_glcm_energy_std,Co_мг_кг,0.2238,0.1350,0.2238
NIR_glcm_correlation_mean,N_%,-0.0074,0.9428,0.0074
NIR_glcm_correlation_mean,P_%,0.0738,0.4727,0.0738
NIR_glcm_correlation_mean,K_%,0.0541,0.5986,0.0541
NIR_glcm_correlation_mean,Ca_%,-0.0388,0.7061,0.0388
NIR_glcm_correlation_mean,Mg_%,-0.0048,0.9627,0.0048
NIR_glcm_correlation_mean,S_%,0.0589,0.5667,0.0589
NIR_glcm_correlation_mean,Нитраты_мг_кг,0.0861,0.4044,0.0861
NIR_glcm_correlation_mean,Fe_мг_кг,0.0557,0.5881,0.0557
NIR_glcm_correlation_mean,Mn_мг_кг,-0.1904,0.0617,0.1904
NIR_glcm_correlation_mean,Cu_мг_кг,-0.0044,0.9656,0.0044
NIR_glcm_correlation_mean,Zn_мг_кг,0.0400,0.6975,0.0400
NIR_glcm_correlation_mean,Co_мг_кг,0.0968,0.5221,0.0968
NIR_glcm_correlation_std,N_%,-0.0155,0.8806,0.0155
NIR_glcm_correlation_std,P_%,-0.0115,0.9113,0.0115
NIR_glcm_correlation_std,K_%,-0.0659,0.5210,0.0659
NIR_glcm_correlation_std,Ca_%,0.0039,0.9697,0.0039
NIR_glcm_correlation_std,Mg_%,0.0318,0.7571,0.0318
NIR_glcm_correlation_std,S_%,-0.0518,0.6146,0.0518
NIR_glcm_correlation_std,Нитраты_мг_кг,-0.0738,0.4748,0.0738
NIR_glcm_correlation_std,Fe_мг_кг,-0.1050,0.3061,0.1050
NIR_glcm_correlation_std,Mn_мг_кг,0.1326,0.1954,0.1326
NIR_glcm_correlation_std,Cu_мг_кг,-0.0158,0.8782,0.0158
NIR_glcm_correlation_std,Zn_мг_кг,-0.0382,0.7103,0.0382
NIR_glcm_correlation_std,Co_мг_кг,-0.0272,0.8576,0.0272
NIR_glcm_ASM_mean,N_%,-0.1775,0.0820,0.1775
NIR_glcm_ASM_mean,P_%,-0.3858,0.0001,0.3858
NIR_glcm_ASM_mean,K_%,-0.2185,0.0316,0.2185
NIR_glcm_ASM_mean,Ca_%,-0.2094,0.0396,0.2094
NIR_glcm_ASM_mean,Mg_%,0.0679,0.5089,0.0679
NIR_glcm_ASM_mean,S_%,-0.1708,0.0945,0.1708
NIR_glcm_ASM_mean,Нитраты_мг_кг,-0.1199,0.2444,0.1199
NIR_glcm_ASM_mean,Fe_мг_кг,-0.1679,0.1002,0.1679
NIR_glcm_ASM_mean,Mn_мг_кг,0.0728,0.4785,0.0728
NIR_glcm_ASM_mean,Cu_мг_кг,0.0007,0.9948,0.0007
NIR_glcm_ASM_mean,Zn_мг_кг,-0.1563,0.1264,0.1563
NIR_glcm_ASM_mean,Co_мг_кг,-0.0537,0.7228,0.0537
NIR_glcm_ASM_std,N_%,0.0176,0.8640,0.0176
NIR_glcm_ASM_std,P_%,-0.1553,0.1288,0.1553
NIR_glcm_ASM_std,K_%,-0.1091,0.2873,0.1091
NIR_glcm_ASM_std,Ca_%,-0.2401,0.0178,0.2401
NIR_glcm_ASM_std,Mg_%,0.0236,0.8182,0.0236
NIR_glcm_ASM_std,S_%,-0.0711,0.4888,0.0711
NIR_glcm_ASM_std,Нитраты_мг_кг,-0.0828,0.4223,0.0828
NIR_glcm_ASM_std,Fe_мг_кг,-0.0958,0.3505,0.0958
